Timestamp,Acc_X,Acc_Y,Acc_Z,Activity
1581738542951,-0.091049194,1.0187836,9.520798,SITTING
1581738542971,0.064590454,1.0128021,9.420242,SITTING
1581738543039,0.19387817,0.98765564,9.384323,SITTING
1581738543039,0.23098755,0.98527527,9.581848,SITTING
1581738543039,0.29682922,0.97569275,9.676407,SITTING
1581738543044,0.29682922,0.9613342,9.547119,SITTING
1581738543064,0.21661377,1.0403442,9.514801,SITTING
1581738543084,0.16514587,1.0319519,9.592621,SITTING
1581738543106,0.1902771,0.9529419,9.694366,SITTING
1581738543125,0.13401794,0.9050598,9.790131,SITTING
1581738543148,0.095703125,0.8930969,9.815277,SITTING
1581738543169,0.01789856,0.92781067,9.773376,SITTING
1581738543240,0.021499634,0.8930969,9.839218,SITTING
1581738543241,0.114868164,0.7925415,9.991257,SITTING
1581738543241,0.17112732,0.74105835,9.870346,SITTING
1581738543243,0.22140503,0.8152771,9.614166,SITTING
1581738543263,0.17112732,0.88591003,9.556702,SITTING
1581738543283,0.06100464,0.95773315,9.669235,SITTING
1581738543302,0.04663086,0.9218292,9.580643,SITTING
1581738543324,0.03225708,0.88591003,9.45256,SITTING
1581738543347,0.050216675,0.7949219,9.663254,SITTING
1581738543366,0.0705719,0.7889404,9.729095,SITTING
1581738543438,0.011917114,0.901474,9.583038,SITTING
1581738543438,-0.0036621094,0.94337463,9.517197,SITTING
1581738543438,-0.02041626,0.90745544,9.717117,SITTING
1581738543441,-0.02758789,0.9266205,9.82486,SITTING
1581738543461,0.02029419,1.0187836,9.50882,SITTING
1581738543481,0.07296753,1.0714569,9.466919,SITTING
1581738543502,0.1747284,1.000824,9.918228,SITTING
1581738543523,0.3040161,0.8188782,10.242645,SITTING
1581738543546,0.35906982,0.73628235,10.149261,SITTING
1581738543566,0.13162231,0.82006836,9.951752,SITTING
1581738543638,-0.028793335,0.87872314,9.863159,SITTING
1581738543638,-0.03239441,0.87872314,9.86795,SITTING
1581738543640,0.0993042,0.8140869,9.811691,SITTING
1581738543640,0.1567688,0.7901459,9.638107,SITTING
1581738543660,0.078948975,0.87034607,9.441788,SITTING
1581738543679,0.05860901,0.95892334,9.368759,SITTING
1581738543700,0.17112732,0.9517517,9.399887,SITTING
1581738543719,0.29922485,0.90626526,9.487274,SITTING
1581738543743,0.36506653,0.88830566,9.401077,SITTING
1581738543763,0.3279419,0.8715515,9.465729,SITTING
1581738543838,0.22740173,0.87753296,9.61058,SITTING
1581738543838,0.17112732,0.82125854,9.721909,SITTING
1581738543838,0.059799194,0.8356323,9.815277,SITTING
1581738543838,0.07536316,0.80570984,9.869141,SITTING
1581738543858,0.107681274,0.77098083,9.86676,SITTING
1581738543878,0.1902771,0.7638092,9.849991,SITTING
1581738543898,0.1675415,0.8140869,9.719513,SITTING
1581738543919,0.16993713,0.8583679,9.715912,SITTING
1581738543943,0.18070984,0.8440094,9.743454,SITTING
1581738543963,0.12084961,0.8583679,9.779373,SITTING
1581738544040,0.033462524,0.8907013,9.74585,SITTING
1581738544040,-0.016815186,0.8942871,9.70874,SITTING
1581738544041,0.008331299,0.91822815,9.689575,SITTING
1581738544041,0.040649414,0.90626526,9.597397,SITTING
1581738544057,0.047821045,0.93977356,9.49086,SITTING
1581738544078,0.078948975,0.940979,9.511215,SITTING
1581738544097,0.09451294,0.94696045,9.561493,SITTING
1581738544119,0.059799194,0.9565277,9.571075,SITTING
1581738544138,0.033462524,0.9720917,9.446564,SITTING
1581738544159,0.01071167,0.996048,9.5399475,SITTING
1581738544220,0.069381714,0.95414734,9.6345215,SITTING
1581738544220,0.17352295,0.93618774,9.642899,SITTING
1581738544220,0.18789673,0.940979,9.707535,SITTING
1581738544235,0.19746399,0.9302063,9.690781,SITTING
1581738544255,0.22859192,0.9098511,9.688385,SITTING
1581738544276,0.26809692,0.866745,9.724289,SITTING
1581738544296,0.26211548,0.8176727,9.895477,SITTING
1581738544314,0.276474,0.782959,9.957733,SITTING
1581738544334,0.23817444,0.7865448,9.755417,SITTING
1581738544354,0.14839172,0.83203125,9.744644,SITTING
1581738544391,0.15316772,0.87034607,9.739853,SITTING
1581738544396,0.16633606,0.940979,9.64769,SITTING
1581738544415,0.13162231,1.0295715,9.435806,SITTING
1581738544436,0.074157715,1.0906067,9.404678,SITTING
1581738544455,0.14718628,1.0882263,9.513611,SITTING
1581738544475,0.16633606,1.1085663,9.498047,SITTING
1581738544496,0.15316772,1.0965881,9.495651,SITTING
1581738544515,0.14958191,1.0259705,9.691971,SITTING
1581738544535,0.13401794,0.9661102,9.782959,SITTING
1581738544555,0.10649109,0.96492004,9.776962,SITTING
1581738544620,0.047821045,0.97569275,9.764999,SITTING
1581738544620,0.16873169,0.8942871,9.96611,SITTING
1581738544621,0.24055481,0.78175354,10.069061,SITTING
1581738544633,0.24176025,0.7745819,9.948151,SITTING
1581738544652,0.19267273,0.83802795,9.719513,SITTING
1581738544671,0.10888672,0.97450256,9.428619,SITTING
1581738544693,0.050231934,1.0259705,9.216736,SITTING
1581738544713,0.035858154,0.97927856,9.301712,SITTING
1581738544734,0.03704834,0.82125854,9.651276,SITTING
1581738544752,-0.04675293,0.82006836,9.707535,SITTING
1581738544818,-0.19400024,0.9038696,9.414246,SITTING
1581738544818,-0.21434021,0.9158325,9.535156,SITTING
1581738544818,-0.1018219,0.8643646,9.773376,SITTING
1581738544831,0.03466797,0.80570984,9.942169,SITTING
1581738544851,0.05381775,0.81288147,9.936188,SITTING
1581738544870,0.12922668,0.98287964,9.690781,SITTING
1581738544892,0.2836609,1.0523071,9.349609,SITTING
1581738544912,0.3459015,1.0068207,9.484879,SITTING
1581738544931,0.33633423,0.8835144,9.8715515,SITTING
1581738544951,0.32556152,0.8116913,9.8871,SITTING
1581738545019,0.19985962,0.87872314,9.799713,SITTING
1581738545019,0.038253784,1.0116119,9.597412,SITTING
1581738545019,0.023880005,1.0499115,9.446579,SITTING
1581738545029,0.040649414,1.0116119,9.499237,SITTING
